"src_node","dst_node","src_space_id","dst_space_id"
"129","4","3","6"
"129","4","1","6"
"42","4","3","6"
"42","4","1","6"
"45","4","1","6"
"45","4","3","6"
"64","4","3","6"
"64","4","1","6"
"90","75","4","6"
"90","75","1","6"
"82","75","4","6"
"82","75","1","6"
"78","75","4","6"
"78","75","1","6"
"78","75","6","6"
"83","75","4","6"
"83","75","1","6"
"95","75","4","6"
"95","75","1","6"
"110","75","4","6"
"110","75","1","6"
"101","75","1","6"
"101","75","4","6"
"102","75","1","6"
"89","75","4","6"
"89","75","1","6"
"128","75","1","6"
"128","75","4","6"
"128","75","6","6"
"75","78","4","6"
"75","78","1","6"
"75","78","6","6"
"102","78","1","6"
"83","78","4","6"
"83","78","1","6"
"94","78","4","6"
"94","78","1","6"
"4","78","1","6"
"4","78","2","6"
"4","78","3","6"
"4","78","4","6"
"4","78","5","6"
"4","78","6","6"
"4","78","7","6"
"101","78","1","6"
"101","78","4","6"
"82","78","4","6"
"82","78","1","6"
"97","78","4","6"
"97","78","1","6"
"89","78","4","6"
"89","78","1","6"
"128","78","1","6"
"128","78","4","6"
"128","78","6","6"
"87","78","4","6"
"87","78","1","6"
"82","128","4","6"
"82","128","1","6"
"78","128","4","6"
"78","128","1","6"
"78","128","6","6"
"117","128","1","6"
"117","128","4","6"
"97","128","4","6"
"97","128","1","6"
"87","128","4","6"
"87","128","1","6"
"95","128","4","6"
"95","128","1","6"
"109","135","4","4"
"109","135","1","4"
"80","135","4","4"
"80","135","1","4"
"90","135","4","4"
"90","135","1","4"
"109","135","4","1"
"109","135","1","1"
"80","135","4","1"
"80","135","1","1"
"90","135","4","1"
"90","135","1","1"
"83","117","4","4"
"83","117","1","4"
"128","117","1","4"
"128","117","4","4"
"128","117","6","4"
"80","136","4","1"
"80","136","1","1"
"137","136","4","1"
"137","136","1","1"
"83","136","4","1"
"83","136","1","1"
"80","136","4","4"
"80","136","1","4"
"137","136","4","4"
"137","136","1","4"
"83","136","4","4"
"83","136","1","4"
"83","137","4","4"
"83","137","1","4"
"4","137","1","4"
"4","137","2","4"
"4","137","3","4"
"4","137","4","4"
"4","137","5","4"
"4","137","6","4"
"4","137","7","4"
"121","137","4","4"
"121","137","1","4"
"119","137","1","4"
"119","137","4","4"
"84","137","4","4"
"84","137","1","4"
"80","137","4","4"
"80","137","1","4"
"124","137","4","4"
"124","137","1","4"
"92","137","4","4"
"92","137","1","4"
"95","137","4","4"
"95","137","1","4"
"83","137","4","1"
"83","137","1","1"
"4","137","1","1"
"4","137","2","1"
"4","137","3","1"
"4","137","4","1"
"4","137","5","1"
"4","137","6","1"
"4","137","7","1"
"121","137","4","1"
"121","137","1","1"
"119","137","1","1"
"119","137","4","1"
"84","137","4","1"
"84","137","1","1"
"80","137","4","1"
"80","137","1","1"
"124","137","4","1"
"124","137","1","1"
"92","137","4","1"
"92","137","1","1"
"95","137","4","1"
"95","137","1","1"
"26","37","3","3"
"26","37","1","3"
"54","37","1","3"
"54","37","3","3"
"101","37","1","3"
"101","37","4","3"
"4","32","1","3"
"4","32","2","3"
"4","32","3","3"
"4","32","4","3"
"4","32","5","3"
"4","32","6","3"
"4","32","7","3"
"54","32","1","3"
"54","32","3","3"
"101","32","1","3"
"101","32","4","3"
"12","32","1","3"
"12","32","2","3"
"12","32","3","3"
"29","32","3","3"
"29","32","1","3"
"31","45","1","3"
"28","45","3","3"
"28","45","1","3"
"29","45","3","3"
"29","45","1","3"
"50","45","1","3"
"50","45","3","3"
"17","45","3","3"
"17","45","1","3"
"33","45","3","3"
"33","45","1","3"
"101","45","1","3"
"101","45","4","3"
"4","45","1","3"
"4","45","2","3"
"4","45","3","3"
"4","45","4","3"
"4","45","5","3"
"4","45","6","3"
"4","45","7","3"
"42","148","3","1"
"42","148","1","1"
"42","148","3","3"
"42","148","1","3"
"106","107","1","3"
"101","107","1","3"
"101","107","4","3"
"54","107","1","3"
"54","107","3","3"
"58","107","1","3"
"58","107","3","3"
"4","107","1","3"
"4","107","2","3"
"4","107","3","3"
"4","107","4","3"
"4","107","5","3"
"4","107","6","3"
"4","107","7","3"
"40","107","1","3"
"40","107","3","3"
"33","107","3","3"
"33","107","1","3"
"49","107","1","3"
"49","107","3","3"
"7","4","1","7"
"7","4","2","7"
"6","4","1","7"
"6","4","2","7"
"9","4","1","7"
"9","4","2","7"
"8","4","1","7"
"8","4","2","7"
"10","4","1","7"
"10","4","2","7"
"5","4","1","7"
"5","4","2","7"
"11","4","1","7"
"11","4","2","7"
"12","4","1","7"
"12","4","2","7"
"12","4","3","7"
"13","4","1","7"
"13","4","2","7"
"15","4","1","7"
"15","4","2","7"
"25","4","3","7"
"25","4","1","7"
"26","4","3","7"
"26","4","1","7"
"47","4","1","7"
"32","4","1","7"
"32","4","3","7"
"50","4","1","7"
"50","4","3","7"
"83","4","4","7"
"83","4","1","7"
"23","4","3","7"
"23","4","1","7"
"48","4","1","7"
"48","4","3","7"
"102","4","1","7"
"78","4","4","7"
"78","4","1","7"
"78","4","6","7"
"101","4","1","7"
"101","4","4","7"
"113","4","1","7"
"113","4","4","7"
"89","4","4","7"
"89","4","1","7"
"54","4","1","7"
"54","4","3","7"
"111","4","1","7"
"131","4","4","7"
"131","4","1","7"
"131","4","5","7"
"137","4","4","7"
"137","4","1","7"
"107","4","1","7"
"107","4","3","7"
"129","4","3","7"
"129","4","1","7"
"42","4","3","7"
"42","4","1","7"
"45","4","1","7"
"45","4","3","7"
"64","4","3","7"
"64","4","1","7"
"93","14","1","7"
"93","14","4","7"
"101","14","1","7"
"101","14","4","7"
